id	filename	md5	size	state
009254a2-ea81-4c76-8044-7267a9f81364	009254a2-ea81-4c76-8044-7267a9f81364/dcc71d2d-9707-4234-a3e7-49b9cf977250.wxs.aliquot_ensemble_masked.maf.gz	180242ac6e7db78cf6e5faa5198779fd	60490	validated
010ba621-7ec1-452e-9115-b7ec5f9b37d2	010ba621-7ec1-452e-9115-b7ec5f9b37d2/45f13e24-9fba-4f78-a0ce-7da6b2b852f6.wxs.aliquot_ensemble_masked.maf.gz	de1ba1b2da4c87fbf68ada80418356ac	49168	validated
0121a6c3-c7ae-4619-b07a-27bb28541478	0121a6c3-c7ae-4619-b07a-27bb28541478/87c3bd07-208e-40e5-b427-f4f917260392.wxs.aliquot_ensemble_masked.maf.gz	80a4af8163e804700184db31a288e843	177488	validated
0182902d-bb3b-4b9d-bb2a-1b00c14e3b11	0182902d-bb3b-4b9d-bb2a-1b00c14e3b11/0196bd59-8bff-46da-a06a-4114fb1ffdb6.wxs.aliquot_ensemble_masked.maf.gz	88876125a4450b855cf3d151a116d7c5	18509	validated
01e89769-e754-4eca-a5a3-b1b72ac4953f	01e89769-e754-4eca-a5a3-b1b72ac4953f/751f6ac7-2f2a-4300-9ba4-87a92920d8bb.wxs.aliquot_ensemble_masked.maf.gz	1b7474fecd330ee44bc3081c97dfa3e1	197646	validated
02c37aa1-ff1e-4548-ace1-0953351e6d01	02c37aa1-ff1e-4548-ace1-0953351e6d01/418928d4-30ef-4e1c-ab3c-957ef4948ff8.wxs.aliquot_ensemble_masked.maf.gz	6c0b4e3f774e45d0ee6dc09ef5c70832	348664	validated
02ddde9e-c1d4-443b-95fa-1cb9ebcf30b6	02ddde9e-c1d4-443b-95fa-1cb9ebcf30b6/433f9e13-9954-4055-8d1a-e0353dc1e878.wxs.aliquot_ensemble_masked.maf.gz	ff37c2f650785ee9097be332e1a21054	299706	validated
02f8051b-eeba-4da3-a517-b0b92ff4efac	02f8051b-eeba-4da3-a517-b0b92ff4efac/26b2b1c8-8f78-4ef9-a90e-f5744154b8b4.wxs.aliquot_ensemble_masked.maf.gz	cd55dfb2bf5c7721a31ebd3b568c9f2a	159197	validated
0344b01e-7430-4200-81cb-d48a3a8998ac	0344b01e-7430-4200-81cb-d48a3a8998ac/5387a7a6-6882-476e-a57c-fffca53b11e2.wxs.aliquot_ensemble_masked.maf.gz	b81f6c9af7f026883ada30db64ac3235	185535	validated
035231ec-5900-4d97-a10f-e39bd2c932fc	035231ec-5900-4d97-a10f-e39bd2c932fc/514d32f1-f689-47bc-b748-2a831cc21d37.wxs.aliquot_ensemble_masked.maf.gz	e3ef5e1108840829c941d58a2727fbd0	194264	validated
03add666-b87c-414c-8695-5667f3b599c1	03add666-b87c-414c-8695-5667f3b599c1/778cde8c-6445-4b59-9185-3cc50f51836d.wxs.aliquot_ensemble_masked.maf.gz	adbf1f026cad82a0173b6bc84ae7a267	489346	validated
047c7c3b-0baa-41fe-91c7-e3c59a55bdc3	047c7c3b-0baa-41fe-91c7-e3c59a55bdc3/6680da97-11ec-49b1-8ebf-698f5e20b6a7.wxs.aliquot_ensemble_masked.maf.gz	0cdf51b1b8bb5fe0dc6c94d01a35061c	68385	validated
04b50865-c367-44be-8288-3c5464135074	04b50865-c367-44be-8288-3c5464135074/32131c87-c7db-41cc-990c-f62e1788ad0d.wxs.aliquot_ensemble_masked.maf.gz	807abefa65a27f7eb0028712e592d589	61332	validated
04cf76d7-4dc2-440d-a151-ce3a2d20fa5b	04cf76d7-4dc2-440d-a151-ce3a2d20fa5b/87fcadb6-f93b-4665-8737-99653ba137ec.wxs.aliquot_ensemble_masked.maf.gz	5927fdb2c1bdb2917e49b62e67edc394	29747	validated
050b0844-ba9b-4257-8f83-f68f054f67ab	050b0844-ba9b-4257-8f83-f68f054f67ab/4f0437f4-be61-4881-8f74-fe88e4cc4ed3.wxs.aliquot_ensemble_masked.maf.gz	efa6abdb51ae29a5e60d05e96f1baba1	23494	validated
059df941-5be5-4118-a3ce-03b8eda4d9e4	059df941-5be5-4118-a3ce-03b8eda4d9e4/d040d578-1baf-46e8-8d98-1d2b89a94141.wxs.aliquot_ensemble_masked.maf.gz	06d05f16e8d2e9b00258b140e241f959	77095	validated
05ac6fda-3c72-44c9-99c0-2b466ef1c2ab	05ac6fda-3c72-44c9-99c0-2b466ef1c2ab/bad7aa24-1d36-4d5e-8766-34578be3d624.wxs.aliquot_ensemble_masked.maf.gz	75dea1cccef7e79c55046979cc4c1d84	167164	validated
0604fe41-2ade-4a62-add8-b8888508de8f	0604fe41-2ade-4a62-add8-b8888508de8f/b42ab2e1-8902-4842-ae17-8ac156a8aaf7.wxs.aliquot_ensemble_masked.maf.gz	789d102a49ddbb0c2301a26fd121da5c	45807	validated
060badaa-6432-4366-a372-f42985923d07	060badaa-6432-4366-a372-f42985923d07/3addff79-e536-4bbc-8529-a30c0e8b5b83.wxs.aliquot_ensemble_masked.maf.gz	0058be83e403413d42224819af2b0a86	185249	validated
06c8f74d-21ff-43ff-b921-a364f8010b42	06c8f74d-21ff-43ff-b921-a364f8010b42/5623afdf-6852-4592-9a22-a36ac4319bb9.wxs.aliquot_ensemble_masked.maf.gz	4b19f22791cac8c377d771bfb2984213	48005	validated
06ce81ad-a9fd-4f9c-9c7e-1ddbd8ec9d29	06ce81ad-a9fd-4f9c-9c7e-1ddbd8ec9d29/c07a24a8-cdb2-4ae2-af2c-33848f15159f.wxs.aliquot_ensemble_masked.maf.gz	fd9228e492468a876dbca6ce705f3978	159106	validated
06dbacda-e119-4e05-b65a-799d89dd1758	06dbacda-e119-4e05-b65a-799d89dd1758/c7aaf657-5f86-4959-9c6e-8d588646f532.wxs.aliquot_ensemble_masked.maf.gz	5b6f0440b84763680ce1b6cc40929d14	26734	validated
07d5681a-c07b-4a25-bfc3-c8b56e36445c	07d5681a-c07b-4a25-bfc3-c8b56e36445c/781eaeea-7011-4738-84ec-da4e8534af1d.wxs.aliquot_ensemble_masked.maf.gz	a48e46eb0d74f3455a32f6b02c49c0b4	21928	validated
08072e4f-0861-4fc6-90d2-21624660541f	08072e4f-0861-4fc6-90d2-21624660541f/8d4a338a-70c1-4f6a-afaf-c0ccc7493315.wxs.aliquot_ensemble_masked.maf.gz	582fdbecca546f704289de56965a2f1a	25965	validated
082e03c5-f49f-455e-9e6d-b477b962deca	082e03c5-f49f-455e-9e6d-b477b962deca/e1a5102c-e7b6-49fd-b4a2-32a10936ab55.wxs.aliquot_ensemble_masked.maf.gz	b3273fad1f613a0f969c832114cb1558	109310	validated
085615ac-a63a-4092-81c6-7763dfc548a0	085615ac-a63a-4092-81c6-7763dfc548a0/1c198ca7-c422-4ea5-928c-77f28fe14eeb.wxs.aliquot_ensemble_masked.maf.gz	fbf8689da995b5746d40c346229d7bab	45968	validated
08dc3e42-c96a-4550-9f7e-f3ae3b4f728b	08dc3e42-c96a-4550-9f7e-f3ae3b4f728b/717fc03c-19da-4112-8d65-1df5f9b01d6f.wxs.aliquot_ensemble_masked.maf.gz	23caaf40bb74fe5229e5a8b5555f8545	55021	validated
09287c06-1227-471d-856c-157ef1266de9	09287c06-1227-471d-856c-157ef1266de9/b8b8bf7b-f10d-46b3-af06-1521640924f4.wxs.aliquot_ensemble_masked.maf.gz	1ef4f341ef290b20a7ca62981a64f71c	8853	validated
09400a18-aff7-4b9d-ac61-c65239c28b11	09400a18-aff7-4b9d-ac61-c65239c28b11/2b20c8bb-861b-4137-b7a8-02d1ab03c646.wxs.aliquot_ensemble_masked.maf.gz	dad48cc839fd5935f443644072f825b8	74377	validated
099f0c40-3daf-4dcc-81e1-c56898003f56	099f0c40-3daf-4dcc-81e1-c56898003f56/5a5fd931-fd5e-40c8-8110-0b66adf436b9.wxs.aliquot_ensemble_masked.maf.gz	3811bbd2c660da334c954eb48f4c3fc6	26457	validated
