id	filename	md5	size	state
88023e51-e4a2-4cbe-8c3c-a52e98a34897	88023e51-e4a2-4cbe-8c3c-a52e98a34897/4f484f70-b621-412b-a773-040153994e2f.wxs.aliquot_ensemble_masked.maf.gz	1e7b92287a9a226c1f034179fe743118	10724	validated
8807deed-17d4-4c7c-9fa1-d1dda79f50e6	8807deed-17d4-4c7c-9fa1-d1dda79f50e6/7047a398-16b3-48bc-94a9-bbe50e46c402.wxs.aliquot_ensemble_masked.maf.gz	edfbcf486c9ef91ff294d5fea88d1060	1799	validated
8ad2ac15-1ef2-403c-a4b0-4cb750e0b7ba	8ad2ac15-1ef2-403c-a4b0-4cb750e0b7ba/0c79c65a-d08e-4583-9b51-d9bef6d1b98c.wxs.aliquot_ensemble_masked.maf.gz	63a05190cdfb77e990815a45b0816185	16825	validated
8af1394d-4e91-4c21-a2df-4f894526fa27	8af1394d-4e91-4c21-a2df-4f894526fa27/674c927a-d69a-4e58-982d-051596a33d4d.wxs.aliquot_ensemble_masked.maf.gz	b745b845b81e779bf4823ed67c601341	11484	validated
8ff6f0a5-b785-48c7-91d9-5c1a67eeb7a4	8ff6f0a5-b785-48c7-91d9-5c1a67eeb7a4/478516d4-9101-4c23-b1b6-b355505c20f4.wxs.aliquot_ensemble_masked.maf.gz	95fde6b10b93b1e73198efdbce114f23	18254	validated
92d86ae9-0d3f-4089-b40b-c8784312ed40	92d86ae9-0d3f-4089-b40b-c8784312ed40/a0e70a44-9281-4866-ad48-c8630c07fdd2.wxs.aliquot_ensemble_masked.maf.gz	91723a316fc48eac86c4dabf0153b88a	12748	validated
9383d4a1-d273-498f-bf33-2bed2f5e160b	9383d4a1-d273-498f-bf33-2bed2f5e160b/74dc39a5-1bbd-43ff-8b50-7123b49f97b7.wxs.aliquot_ensemble_masked.maf.gz	8057fd0d5dcefd818f3857072845c512	18268	validated
96d03df0-f089-464e-8296-c268e160e8bd	96d03df0-f089-464e-8296-c268e160e8bd/bbc99134-dd42-45c5-b304-a6b298b52bae.wxs.aliquot_ensemble_masked.maf.gz	dcb93b33536c0779a741a73af1ef8179	1142	validated
98f4f13b-72ef-4b44-a50c-0e81d8629f56	98f4f13b-72ef-4b44-a50c-0e81d8629f56/0eff7874-768c-4c49-bdc5-cd387f96e9dc.wxs.aliquot_ensemble_masked.maf.gz	f44036dd73828c26dffd2fff271d1a8a	16766	validated
9972fcf4-0a33-48ea-80d9-4a89970e19a9	9972fcf4-0a33-48ea-80d9-4a89970e19a9/30e4ee31-ffec-4232-b971-e39bd6091d77.wxs.aliquot_ensemble_masked.maf.gz	c0a14f8346be8e7cd0f9ddcf3d587869	7443	validated
a0f015d7-9429-4281-a85b-1625eb15c9e8	a0f015d7-9429-4281-a85b-1625eb15c9e8/ec78e625-255c-447e-8cc3-de16d859d2bb.wxs.aliquot_ensemble_masked.maf.gz	242e8b10f31e6c12ef76e8a062201da0	8950	validated
a341aed8-1a6d-4032-92df-e916220f4377	a341aed8-1a6d-4032-92df-e916220f4377/576bfd7d-26e9-4daf-acf7-cd87ff61c1e3.wxs.aliquot_ensemble_masked.maf.gz	e5fb3b457feef92c56bb167efbabaf23	13181	validated
a661583e-193d-4f79-be66-6684848d7528	a661583e-193d-4f79-be66-6684848d7528/68a0f564-7173-4752-a759-88ca570e9970.wxs.aliquot_ensemble_masked.maf.gz	575490d11e14962933d8a04e87d7ca3c	14142	validated
